Call Number,Unit ID,Incident Number,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
160030781,61,16001094,01/03/2016,01/02/2016,01/03/2016 07:55:34 AM,01/03/2016 07:57:28 AM,01/03/2016 07:57:37 AM,01/03/2016 07:57:45 AM,01/03/2016 08:06:49 AM,01/03/2016 08:25:36 AM,01/03/2016 08:37:23 AM,Code 2 Transport,01/03/2016 09:23:50 AM,0 Block of PERRY ST,San Francisco,94107,B03,08,2175,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Financial District/South Beach,"(37.7827239702919, -122.396167865037)",160030781-61
160030775,E38,16001093,01/03/2016,01/02/2016,01/03/2016 07:54:42 AM,01/03/2016 07:54:59 AM,01/03/2016 07:56:04 AM,01/03/2016 07:56:52 AM,NA,NA,NA,Code 2 Transport,01/03/2016 07:59:40 AM,2700 Block of CALIFORNIA ST,San Francisco,94115,B04,38,4125,3,E,3,false,Potentially Life-Threatening,1,ENGINE,3,4,2,Pacific Heights,"(37.7882270245748, -122.439617640821)",160030775-E38
160030775,E10,16001093,01/03/2016,01/02/2016,01/03/2016 07:54:42 AM,01/03/2016 07:54:59 AM,01/03/2016 07:56:04 AM,01/03/2016 07:57:13 AM,01/03/2016 07:59:38 AM,NA,NA,Code 2 Transport,01/03/2016 08:25:15 AM,2700 Block of CALIFORNIA ST,San Francisco,94115,B04,38,4125,3,E,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Pacific Heights,"(37.7882270245748, -122.439617640821)",160030775-E10
160030775,71,16001093,01/03/2016,01/02/2016,01/03/2016 07:54:42 AM,01/03/2016 07:54:59 AM,01/03/2016 07:56:04 AM,01/03/2016 07:56:42 AM,01/03/2016 08:03:11 AM,01/03/2016 08:21:54 AM,01/03/2016 08:27:48 AM,Code 2 Transport,01/03/2016 09:15:48 AM,2700 Block of CALIFORNIA ST,San Francisco,94115,B04,38,4125,3,E,3,true,Potentially Life-Threatening,1,MEDIC,2,4,2,Pacific Heights,"(37.7882270245748, -122.439617640821)",160030775-71
160030765,82,16001092,01/03/2016,01/02/2016,01/03/2016 07:50:43 AM,01/03/2016 07:52:49 AM,01/03/2016 07:53:03 AM,01/03/2016 07:53:30 AM,01/03/2016 07:59:59 AM,01/03/2016 08:15:18 AM,01/03/2016 08:30:59 AM,Code 2 Transport,01/03/2016 08:56:55 AM,200 Block of HAIGHT ST,San Francisco,94102,B02,36,3415,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,5,Hayes Valley,"(37.7726838520121, -122.426346200623)",160030765-82
160030762,T03,16001091,01/03/2016,01/02/2016,01/03/2016 07:50:21 AM,01/03/2016 07:51:54 AM,01/03/2016 07:52:12 AM,01/03/2016 07:53:20 AM,01/03/2016 07:57:16 AM,NA,NA,Fire,01/03/2016 07:59:19 AM,0 Block of MCALLISTER ST,San Francisco,94102,B03,01,1455,3,3,3,false,Alarm,1,TRUCK,2,2,6,Tenderloin,"(37.7811192121542, -122.412596970637)",160030762-T03
160030762,E36,16001091,01/03/2016,01/02/2016,01/03/2016 07:50:21 AM,01/03/2016 07:51:54 AM,01/03/2016 07:53:26 AM,01/03/2016 07:53:26 AM,01/03/2016 07:57:04 AM,NA,NA,Fire,01/03/2016 08:01:58 AM,0 Block of MCALLISTER ST,San Francisco,94102,B03,01,1455,3,3,3,true,Alarm,1,ENGINE,1,2,6,Tenderloin,"(37.7811192121542, -122.412596970637)",160030762-E36
160030762,E01,16001091,01/03/2016,01/02/2016,01/03/2016 07:50:21 AM,01/03/2016 07:51:54 AM,01/03/2016 07:52:12 AM,NA,NA,NA,NA,Fire,01/03/2016 07:55:02 AM,0 Block of MCALLISTER ST,San Francisco,94102,B03,01,1455,3,3,3,true,Alarm,1,ENGINE,4,2,6,Tenderloin,"(37.7811192121542, -122.412596970637)",160030762-E01
160030762,B02,16001091,01/03/2016,01/02/2016,01/03/2016 07:50:21 AM,01/03/2016 07:51:54 AM,01/03/2016 07:52:12 AM,01/03/2016 07:54:54 AM,01/03/2016 07:57:40 AM,NA,NA,Fire,01/03/2016 08:02:52 AM,0 Block of MCALLISTER ST,San Francisco,94102,B03,01,1455,3,3,3,false,Alarm,1,CHIEF,3,2,6,Tenderloin,"(37.7811192121542, -122.412596970637)",160030762-B02
160030740,E05,16001090,01/03/2016,01/02/2016,01/03/2016 07:41:37 AM,01/03/2016 07:42:34 AM,01/03/2016 07:43:10 AM,01/03/2016 07:43:51 AM,NA,NA,NA,Fire,01/03/2016 07:56:58 AM,300 Block of FULTON ST,San Francisco,94102,B02,36,3264,3,3,3,true,Alarm,1,ENGINE,1,2,5,Hayes Valley,"(37.7787978872845, -122.422520702169)",160030740-E05
160030739,KM08,16001089,01/03/2016,01/02/2016,01/03/2016 07:41:49 AM,01/03/2016 07:41:49 AM,01/03/2016 07:42:12 AM,01/03/2016 07:42:29 AM,01/03/2016 07:48:41 AM,01/03/2016 08:00:33 AM,01/03/2016 08:04:59 AM,Code 2 Transport,01/03/2016 08:41:57 AM,CEDAR ST/POLK ST,San Francisco,94109,B04,03,1641,2,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,6,Tenderloin,"(37.7863589505026, -122.419833090702)",160030739-KM08
160030739,E03,16001089,01/03/2016,01/02/2016,01/03/2016 07:41:49 AM,01/03/2016 07:41:49 AM,01/03/2016 07:44:54 AM,01/03/2016 07:47:03 AM,01/03/2016 07:48:27 AM,NA,NA,Code 2 Transport,01/03/2016 07:56:06 AM,CEDAR ST/POLK ST,San Francisco,94109,B04,03,1641,2,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,6,Tenderloin,"(37.7863589505026, -122.419833090702)",160030739-E03
160030736,52,16001088,01/03/2016,01/02/2016,01/03/2016 07:39:33 AM,01/03/2016 07:39:33 AM,01/03/2016 07:39:55 AM,01/03/2016 07:40:11 AM,NA,NA,NA,SFPD,01/03/2016 07:50:09 AM,700 Block of KIRKWOOD AV,San Francisco,94124,B10,17,6713,2,2,2,true,Non Life-threatening,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.7291046779157, -122.374083633779)",160030736-52
160030702,75,16001087,01/03/2016,01/02/2016,01/03/2016 07:19:54 AM,01/03/2016 07:19:54 AM,01/03/2016 07:20:12 AM,01/03/2016 07:21:29 AM,01/03/2016 07:26:49 AM,NA,NA,No Merit,01/03/2016 07:36:13 AM,900 Block of MASON ST,San Francisco,94108,B01,41,1414,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Nob Hill,"(37.7923069821581, -122.410843810017)",160030702-75
160030696,AP,16001086,01/03/2016,01/02/2016,01/03/2016 07:14:09 AM,01/03/2016 07:14:09 AM,01/03/2016 07:14:09 AM,01/03/2016 07:14:09 AM,01/03/2016 07:14:09 AM,NA,NA,Fire,01/03/2016 07:14:09 AM,CALL BOX: SF INTERNATIONAL AIRPORT,NA,NA,B99,44,6913,3,3,3,false,Fire,1,AIRPORT,1,None,NA,None,"(37.6168823239251, -122.384094238098)",160030696-AP
160030689,85,16001085,01/03/2016,01/02/2016,01/03/2016 07:05:38 AM,01/03/2016 07:07:05 AM,01/03/2016 07:08:17 AM,01/03/2016 07:08:26 AM,01/03/2016 07:19:39 AM,NA,NA,Against Medical Advice,01/03/2016 08:18:10 AM,200 Block of 7TH ST,San Francisco,94103,B03,01,2314,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,"(37.7773228349255, -122.408663553867)",160030689-85
160030686,E07,16001084,01/03/2016,01/02/2016,01/03/2016 07:03:59 AM,01/03/2016 07:06:20 AM,01/03/2016 07:07:07 AM,01/03/2016 07:08:34 AM,NA,NA,NA,Code 2 Transport,01/03/2016 07:09:23 AM,1800 Block of MISSION ST,San Francisco,94103,B02,36,5215,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,2,9,Mission,"(37.7674778738529, -122.419834389169)",160030686-E07
160030686,E06,16001084,01/03/2016,01/02/2016,01/03/2016 07:03:59 AM,01/03/2016 07:06:20 AM,01/03/2016 07:07:07 AM,01/03/2016 07:09:25 AM,NA,NA,NA,Code 2 Transport,01/03/2016 07:11:19 AM,1800 Block of MISSION ST,San Francisco,94103,B02,36,5215,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,9,Mission,"(37.7674778738529, -122.419834389169)",160030686-E06
160030686,65,16001084,01/03/2016,01/02/2016,01/03/2016 07:03:59 AM,01/03/2016 07:06:20 AM,01/03/2016 07:07:07 AM,01/03/2016 07:07:13 AM,01/03/2016 07:08:45 AM,01/03/2016 07:31:12 AM,01/03/2016 07:40:27 AM,Code 2 Transport,01/03/2016 08:16:48 AM,1800 Block of MISSION ST,San Francisco,94103,B02,36,5215,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,9,Mission,"(37.7674778738529, -122.419834389169)",160030686-65
160030669,T19,16001083,01/03/2016,01/02/2016,01/03/2016 06:43:48 AM,01/03/2016 06:46:04 AM,01/03/2016 06:46:13 AM,01/03/2016 06:48:07 AM,01/03/2016 06:52:01 AM,NA,NA,Fire,01/03/2016 07:09:33 AM,700 Block of GONZALEZ DR,San Francisco,94132,B08,19,8482,3,3,3,false,Alarm,1,TRUCK,2,8,7,Lakeshore,"(37.7175134679807, -122.480594574461)",160030669-T19
160030669,E19,16001083,01/03/2016,01/02/2016,01/03/2016 06:43:48 AM,01/03/2016 06:46:04 AM,01/03/2016 06:46:13 AM,01/03/2016 06:47:55 AM,01/03/2016 06:51:56 AM,NA,NA,Fire,01/03/2016 07:10:07 AM,700 Block of GONZALEZ DR,San Francisco,94132,B08,19,8482,3,3,3,true,Alarm,1,ENGINE,1,8,7,Lakeshore,"(37.7175134679807, -122.480594574461)",160030669-E19
160030669,B09,16001083,01/03/2016,01/02/2016,01/03/2016 06:43:48 AM,01/03/2016 06:46:04 AM,01/03/2016 06:46:13 AM,01/03/2016 06:48:42 AM,01/03/2016 06:55:17 AM,NA,NA,Fire,01/03/2016 07:10:07 AM,700 Block of GONZALEZ DR,San Francisco,94132,B08,19,8482,3,3,3,false,Alarm,1,CHIEF,3,8,7,Lakeshore,"(37.7175134679807, -122.480594574461)",160030669-B09
160030660,88,16001082,01/03/2016,01/02/2016,01/03/2016 06:38:40 AM,01/03/2016 06:40:56 AM,01/03/2016 06:41:23 AM,01/03/2016 06:41:41 AM,01/03/2016 06:53:27 AM,01/03/2016 07:07:45 AM,01/03/2016 07:10:03 AM,Code 2 Transport,01/03/2016 07:42:10 AM,1000 Block of POST ST,San Francisco,94109,B04,03,1641,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,4,3,Nob Hill,"(37.7869869759052, -122.419110401756)",160030660-88
160030657,82,16001081,01/03/2016,01/02/2016,01/03/2016 06:34:27 AM,01/03/2016 06:37:36 AM,01/03/2016 06:37:59 AM,01/03/2016 06:38:39 AM,01/03/2016 06:47:40 AM,01/03/2016 06:56:18 AM,01/03/2016 07:03:28 AM,Code 2 Transport,01/03/2016 07:27:18 AM,1200 Block of MCALLISTER ST,San Francisco,94115,B05,05,3534,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,5,Western Addition,"(37.7785814907258, -122.432596251801)",160030657-82
160030647,E23,16001080,01/03/2016,01/02/2016,01/03/2016 06:29:46 AM,01/03/2016 06:30:11 AM,01/03/2016 06:30:25 AM,01/03/2016 06:32:13 AM,01/03/2016 06:34:21 AM,NA,NA,Code 2 Transport,01/03/2016 06:57:08 AM,4300 Block of KIRKHAM ST,San Francisco,94122,B08,23,7717,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7585441184385, -122.507405939677)",160030647-E23
160030647,89,16001080,01/03/2016,01/02/2016,01/03/2016 06:29:46 AM,01/03/2016 06:30:11 AM,01/03/2016 06:30:25 AM,01/03/2016 06:32:21 AM,01/03/2016 06:44:55 AM,01/03/2016 07:10:43 AM,01/03/2016 07:24:04 AM,Code 2 Transport,01/03/2016 08:08:57 AM,4300 Block of KIRKHAM ST,San Francisco,94122,B08,23,7717,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,"(37.7585441184385, -122.507405939677)",160030647-89
160030646,62,16001079,01/03/2016,01/02/2016,01/03/2016 06:25:20 AM,01/03/2016 06:29:47 AM,01/03/2016 06:30:54 AM,01/03/2016 06:31:05 AM,01/03/2016 06:35:50 AM,01/03/2016 06:49:30 AM,01/03/2016 07:01:12 AM,Code 2 Transport,01/03/2016 07:31:51 AM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7836739523567, -122.415072980803)",160030646-62
160030644,T05,16001078,01/03/2016,01/02/2016,01/03/2016 06:29:07 AM,01/03/2016 06:29:07 AM,01/03/2016 06:29:24 AM,01/03/2016 06:31:26 AM,NA,NA,NA,Fire,01/03/2016 06:32:06 AM,WEBSTER ST/EDDY ST,San Francisco,94115,B05,05,3515,3,3,3,false,Alarm,1,TRUCK,2,5,5,Western Addition,"(37.7816455834376, -122.430609199134)",160030644-T05
160030644,E05,16001078,01/03/2016,01/02/2016,01/03/2016 06:29:07 AM,01/03/2016 06:29:07 AM,01/03/2016 06:29:24 AM,01/03/2016 06:30:58 AM,01/03/2016 06:31:55 AM,NA,NA,Fire,01/03/2016 06:32:06 AM,WEBSTER ST/EDDY ST,San Francisco,94115,B05,05,3515,3,3,3,true,Alarm,1,ENGINE,1,5,5,Western Addition,"(37.7816455834376, -122.430609199134)",160030644-E05
160030641,E09,16001077,01/03/2016,01/02/2016,01/03/2016 06:24:44 AM,01/03/2016 06:26:18 AM,01/03/2016 06:26:32 AM,01/03/2016 06:27:56 AM,01/03/2016 06:31:52 AM,NA,NA,Fire,01/03/2016 06:40:18 AM,YORK ST/24TH ST,San Francisco,94110,B06,09,5531,3,3,3,true,Alarm,1,ENGINE,1,6,9,Mission,"(37.7528524062967, -122.408188967839)",160030641-E09
160030633,E36,16001076,01/03/2016,01/02/2016,01/03/2016 06:14:29 AM,01/03/2016 06:15:42 AM,01/03/2016 06:15:55 AM,01/03/2016 06:18:55 AM,01/03/2016 06:21:39 AM,NA,NA,Patient Declined Transport,01/03/2016 06:23:03 AM,13TH ST/MISSION ST,San Francisco,94103,B02,36,5123,2,2,2,true,Non Life-threatening,1,ENGINE,2,2,6,Mission,"(37.7701114489219, -122.420008323243)",160030633-E36
160030633,65,16001076,01/03/2016,01/02/2016,01/03/2016 06:14:29 AM,01/03/2016 06:15:42 AM,01/03/2016 06:15:55 AM,01/03/2016 06:16:05 AM,01/03/2016 06:21:01 AM,NA,NA,Patient Declined Transport,01/03/2016 07:02:10 AM,13TH ST/MISSION ST,San Francisco,94103,B02,36,5123,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Mission,"(37.7701114489219, -122.420008323243)",160030633-65
160030624,E07,16001075,01/03/2016,01/02/2016,01/03/2016 06:09:52 AM,01/03/2016 06:11:20 AM,01/03/2016 06:11:49 AM,01/03/2016 06:13:04 AM,01/03/2016 06:16:06 AM,NA,NA,Code 2 Transport,01/03/2016 06:22:42 AM,1000 Block of SHOTWELL ST,San Francisco,94110,B06,07,5526,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,"(37.7516425997951, -122.41502434397)",160030624-E07
160030624,AM04,16001075,01/03/2016,01/02/2016,01/03/2016 06:09:52 AM,01/03/2016 06:11:20 AM,01/03/2016 06:11:49 AM,01/03/2016 06:12:45 AM,01/03/2016 06:17:32 AM,01/03/2016 06:31:22 AM,01/03/2016 06:45:18 AM,Code 2 Transport,01/03/2016 07:10:28 AM,1000 Block of SHOTWELL ST,San Francisco,94110,B06,07,5526,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,6,9,Mission,"(37.7516425997951, -122.41502434397)",160030624-AM04
160030616,E23,16001074,01/03/2016,01/02/2016,01/03/2016 06:03:49 AM,01/03/2016 06:04:52 AM,01/03/2016 06:05:06 AM,01/03/2016 06:07:08 AM,01/03/2016 06:10:18 AM,NA,NA,Fire,01/03/2016 06:13:24 AM,SUNSET BL/MARTIN LUTHER KING DR,San Francisco,94122,B08,23,7565,3,3,3,false,Fire,1,ENGINE,1,7,1,Golden Gate Park,"(37.7654614240896, -122.496063125425)",160030616-E23
160030615,79,16001073,01/03/2016,01/02/2016,01/03/2016 06:03:10 AM,01/03/2016 06:04:33 AM,01/03/2016 06:05:58 AM,01/03/2016 06:06:08 AM,01/03/2016 06:30:20 AM,01/03/2016 06:30:23 AM,01/03/2016 06:52:18 AM,Code 2 Transport,01/03/2016 07:30:16 AM,800 Block of CAPP ST,San Francisco,94110,B06,07,5511,2,2,2,true,Non Life-threatening,1,MEDIC,1,6,9,Mission,"(37.753099980747, -122.417500851184)",160030615-79
160030601,E36,16001072,01/03/2016,01/02/2016,01/03/2016 05:45:18 AM,01/03/2016 05:48:54 AM,01/03/2016 05:49:10 AM,01/03/2016 05:52:26 AM,NA,NA,NA,Code 2 Transport,01/03/2016 05:55:07 AM,200 Block of MCALLISTER ST,San Francisco,94102,B02,03,1553,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,Tenderloin,"(37.7806168446664, -122.416562254293)",160030601-E36
160030601,70,16001072,01/03/2016,01/02/2016,01/03/2016 05:45:18 AM,01/03/2016 05:48:54 AM,01/03/2016 05:49:10 AM,01/03/2016 05:50:31 AM,01/03/2016 05:54:40 AM,01/03/2016 06:07:43 AM,01/03/2016 06:14:22 AM,Code 2 Transport,01/03/2016 06:30:07 AM,200 Block of MCALLISTER ST,San Francisco,94102,B02,03,1553,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7806168446664, -122.416562254293)",160030601-70
160030600,E03,16001071,01/03/2016,01/02/2016,01/03/2016 05:44:13 AM,01/03/2016 05:46:41 AM,01/03/2016 05:47:35 AM,01/03/2016 05:50:03 AM,01/03/2016 05:53:36 AM,NA,NA,Code 2 Transport,01/03/2016 06:04:29 AM,ELLIS ST/POLK ST,San Francisco,94109,B02,03,3115,2,2,2,true,Non Life-threatening,1,ENGINE,1,2,6,Tenderloin,"(37.7840291146397, -122.419364167879)",160030600-E03
160030600,63,16001071,01/03/2016,01/02/2016,01/03/2016 05:44:13 AM,01/03/2016 05:46:41 AM,01/03/2016 05:47:35 AM,01/03/2016 05:47:50 AM,01/03/2016 06:00:10 AM,01/03/2016 06:11:58 AM,01/03/2016 06:42:53 AM,Code 2 Transport,01/03/2016 07:05:59 AM,ELLIS ST/POLK ST,San Francisco,94109,B02,03,3115,2,2,2,true,Non Life-threatening,1,MEDIC,2,2,6,Tenderloin,"(37.7840291146397, -122.419364167879)",160030600-63
160030591,75,16001070,01/03/2016,01/02/2016,01/03/2016 05:41:25 AM,01/03/2016 05:41:25 AM,01/03/2016 05:41:58 AM,01/03/2016 05:42:11 AM,01/03/2016 05:49:19 AM,01/03/2016 06:00:29 AM,01/03/2016 06:06:43 AM,Code 2 Transport,01/03/2016 06:56:20 AM,3000 Block of GOUGH ST,San Francisco,94123,B04,16,3244,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,2,Marina,"(37.8013835163609, -122.42785521361)",160030591-75
160030587,KM03,16001069,01/03/2016,01/02/2016,01/03/2016 05:35:09 AM,01/03/2016 05:35:09 AM,01/03/2016 05:35:21 AM,01/03/2016 05:35:58 AM,01/03/2016 05:49:46 AM,01/03/2016 06:12:26 AM,01/03/2016 06:17:42 AM,Code 2 Transport,01/03/2016 06:52:42 AM,1500 Block of HAIGHT ST,San Francisco,94117,B05,12,4525,2,2,2,false,Non Life-threatening,1,PRIVATE,1,5,5,Haight Ashbury,"(37.7699569621575, -122.447767291261)",160030587-KM03
160030576,E31,16001068,01/03/2016,01/02/2016,01/03/2016 05:25:08 AM,01/03/2016 05:28:16 AM,01/03/2016 05:28:55 AM,01/03/2016 05:31:07 AM,NA,NA,NA,Code 2 Transport,01/03/2016 05:34:37 AM,1600 Block of CLEMENT ST,San Francisco,94121,B07,31,7164,3,3,3,false,Potentially Life-Threatening,1,ENGINE,3,7,1,Outer Richmond,"(37.7823284142191, -122.476836729501)",160030576-E31
160030576,E14,16001068,01/03/2016,01/02/2016,01/03/2016 05:25:08 AM,01/03/2016 05:28:16 AM,01/03/2016 05:28:55 AM,01/03/2016 05:30:59 AM,01/03/2016 05:33:37 AM,NA,NA,Code 2 Transport,01/03/2016 05:53:19 AM,1600 Block of CLEMENT ST,San Francisco,94121,B07,31,7164,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,7,1,Outer Richmond,"(37.7823284142191, -122.476836729501)",160030576-E14
160030576,AM24,16001068,01/03/2016,01/02/2016,01/03/2016 05:25:08 AM,01/03/2016 05:28:16 AM,01/03/2016 05:28:55 AM,01/03/2016 05:30:53 AM,01/03/2016 05:37:41 AM,01/03/2016 05:53:11 AM,01/03/2016 06:32:29 AM,Code 2 Transport,01/03/2016 06:58:43 AM,1600 Block of CLEMENT ST,San Francisco,94121,B07,31,7164,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,7,1,Outer Richmond,"(37.7823284142191, -122.476836729501)",160030576-AM24
160030575,71,16001067,01/03/2016,01/02/2016,01/03/2016 05:26:13 AM,01/03/2016 05:27:50 AM,01/03/2016 05:30:01 AM,01/03/2016 05:30:12 AM,01/03/2016 05:40:34 AM,01/03/2016 05:58:07 AM,01/03/2016 06:14:27 AM,Code 2 Transport,01/03/2016 06:50:15 AM,0 Block of MELROSE AVE,San Francisco,94131,B09,15,8228,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,7,West of Twin Peaks,"(37.7338882320865, -122.443162593129)",160030575-71
160030565,78,16001066,01/03/2016,01/02/2016,01/03/2016 05:16:35 AM,01/03/2016 05:18:46 AM,01/03/2016 05:19:13 AM,01/03/2016 05:19:31 AM,01/03/2016 05:22:36 AM,01/03/2016 05:49:01 AM,01/03/2016 06:00:22 AM,Code 2 Transport,01/03/2016 06:18:55 AM,2000 Block of 19TH AVE,San Francisco,94116,B08,40,7417,2,2,2,true,Non Life-threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.7495740887502, -122.476227950535)",160030565-78
160030564,64,16001065,01/03/2016,01/02/2016,01/03/2016 05:18:14 AM,01/03/2016 05:18:14 AM,01/03/2016 05:18:53 AM,01/03/2016 05:20:05 AM,01/03/2016 05:35:51 AM,01/03/2016 05:35:53 AM,01/03/2016 05:57:14 AM,Code 2 Transport,01/03/2016 06:13:55 AM,SACRAMENTO ST/FILLMORE ST,San Francisco,94115,B04,38,3544,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,2,Pacific Heights,"(37.7898369713314, -122.43402709034)",160030564-64
160030559,E06,16001064,01/03/2016,01/02/2016,01/03/2016 05:14:45 AM,01/03/2016 05:15:45 AM,01/03/2016 05:16:03 AM,01/03/2016 05:20:17 AM,01/03/2016 05:20:19 AM,NA,NA,Code 3 Transport,01/03/2016 05:27:44 AM,0 Block of CASTRO ST,San Francisco,94114,B05,06,0513,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,5,8,Castro/Upper Market,"(37.7681974804348, -122.435640192922)",160030559-E06
160030559,88,16001064,01/03/2016,01/02/2016,01/03/2016 05:14:45 AM,01/03/2016 05:15:45 AM,01/03/2016 05:16:03 AM,01/03/2016 05:16:23 AM,01/03/2016 05:19:40 AM,01/03/2016 05:32:44 AM,01/03/2016 05:38:53 AM,Code 3 Transport,01/03/2016 06:28:35 AM,0 Block of CASTRO ST,San Francisco,94114,B05,06,0513,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,5,8,Castro/Upper Market,"(37.7681974804348, -122.435640192922)",160030559-88
160030163,T03,16000994,01/03/2016,01/02/2016,01/03/2016 12:57:35 AM,01/03/2016 12:57:35 AM,01/03/2016 12:57:48 AM,01/03/2016 12:59:15 AM,01/03/2016 01:01:06 AM,NA,NA,Fire,01/03/2016 01:01:17 AM,POLK ST/PINE ST,San Francisco,94109,B04,03,3122,3,3,3,false,Alarm,1,TRUCK,1,4,3,Nob Hill,"(37.7896204362802, -122.420493444375)",160030163-T03
160030163,E41,16000994,01/03/2016,01/02/2016,01/03/2016 12:57:35 AM,01/03/2016 12:57:35 AM,01/03/2016 12:57:48 AM,01/03/2016 01:00:00 AM,NA,NA,NA,Fire,01/03/2016 01:01:17 AM,POLK ST/PINE ST,San Francisco,94109,B04,03,3122,3,3,3,false,Alarm,1,ENGINE,2,4,3,Nob Hill,"(37.7896204362802, -122.420493444375)",160030163-E41
160030151,E38,16000993,01/03/2016,01/02/2016,01/03/2016 12:53:26 AM,01/03/2016 12:54:43 AM,01/03/2016 12:55:19 AM,01/03/2016 12:56:49 AM,NA,NA,NA,No Merit,01/03/2016 01:05:10 AM,1700 Block of GREENWICH ST,San Francisco,94123,B04,16,3336,2,2,2,false,Potentially Life-Threatening,1,ENGINE,2,4,2,Marina,"(37.7998384641503, -122.428456807722)",160030151-E38
160030151,79,16000993,01/03/2016,01/02/2016,01/03/2016 12:53:26 AM,01/03/2016 12:54:43 AM,01/03/2016 12:55:19 AM,01/03/2016 12:55:27 AM,01/03/2016 01:03:30 AM,NA,NA,No Merit,01/03/2016 01:13:04 AM,1700 Block of GREENWICH ST,San Francisco,94123,B04,16,3336,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,4,2,Marina,"(37.7998384641503, -122.428456807722)",160030151-79
160030138,E35,16000992,01/03/2016,01/02/2016,01/03/2016 12:48:28 AM,01/03/2016 12:51:14 AM,01/03/2016 12:52:25 AM,01/03/2016 12:53:33 AM,01/03/2016 12:57:31 AM,NA,NA,Code 2 Transport,01/03/2016 01:13:57 AM,0 Block of MISSION ST,San Francisco,94105,B03,35,2131,2,2,2,true,Non Life-threatening,1,ENGINE,1,3,3,Financial District/South Beach,"(37.7935385958356, -122.392889145798)",160030138-E35
160030138,58,16000992,01/03/2016,01/02/2016,01/03/2016 12:48:28 AM,01/03/2016 12:51:14 AM,01/03/2016 12:52:25 AM,01/03/2016 12:52:39 AM,01/03/2016 01:00:23 AM,01/03/2016 01:16:12 AM,01/03/2016 01:26:13 AM,Code 2 Transport,01/03/2016 02:18:48 AM,0 Block of MISSION ST,San Francisco,94105,B03,35,2131,2,2,2,true,Non Life-threatening,1,MEDIC,2,3,3,Financial District/South Beach,"(37.7935385958356, -122.392889145798)",160030138-58
160030137,E21,16000991,01/03/2016,01/02/2016,01/03/2016 12:50:06 AM,01/03/2016 12:51:00 AM,01/03/2016 12:51:29 AM,01/03/2016 12:52:33 AM,01/03/2016 12:54:26 AM,NA,NA,Fire,01/03/2016 12:56:10 AM,1700 Block of MCALLISTER ST,San Francisco,94117,B05,21,4254,3,3,3,false,Fire,1,ENGINE,1,5,5,Western Addition,"(37.7774258159143, -122.440841432204)",160030137-E21
160030135,E26,16000990,01/03/2016,01/02/2016,01/03/2016 12:46:19 AM,01/03/2016 12:50:49 AM,01/03/2016 12:51:09 AM,01/03/2016 12:53:14 AM,01/03/2016 12:54:51 AM,NA,NA,Code 2 Transport,01/03/2016 01:08:05 AM,0 Block of HILIRITAS AVE,San Francisco,94131,B06,26,8173,2,2,2,true,Non Life-threatening,1,ENGINE,1,6,8,Glen Park,"(37.7377443592359, -122.437452503563)",160030135-E26
